commit	val_bpb	memory_gb	status	description	delta	strategy	rationale
db3dd92	0.000000	0.0	crash	disable value embeddings (has_ve false); CUDA OOM step~0 (GPU contended)	0.751	BREAK	δ>0.7 rule3; architectural BREAK; no val line; reset 743cef8
224b7b2	1.123175	8.8	discard	RoPE base 430k to 440k	0.832	BREAK	δ>0.7 after crash row; θ tweak; val_bpb worse than best 1.072206; reset 743cef8
e805f9d	0.000000	0.0	crash	MATRIX_LR 0.04 to 0.042; run incomplete (no val_bpb in log; tool time limit)	0.852	BREAK	δ>0.7; Muon LR bump; reset 743cef8
1eb9208	1.119518	14.1	discard	ASPECT_RATIO 48 to 72 (640-dim 5-head vs 512/4)	0.908	BREAK	δ>0.7 stagnation S=0.9; wider model BREAK; val_bpb worse than best 1.072206; reset dc58996
a0b0071	1.106319	8.8	discard	RoPE base 450k to 475k (interp toward 600k)	0.912	BREAK	δ≈0.91 stagnation; val_bpb worse than best 1.072206; reset dc58996
7d65d2b	0.000000	0.0	crash	RoPE base 450k to 425k; training interrupted before eval (executor timeout)	0.912	BREAK	δ≈0.91; no val line; reset dc58996 and re-run with longer wall limit
da71bab	1.106451	8.8	discard	RoPE base 450k to 425k (full run via nohup)	0.912	BREAK	δ≈0.91; lower θ worse than best 1.072206; reset dc58996
c423f8b	1.107031	8.8	discard	RoPE base 450k to 455k	0.912	BREAK	δ≈0.91 before iter; θ between 450k and failed 475k; val_bpb worse than best 1.072206; reset dc58996
5a6e3de	1.106995	8.8	discard	ASPECT_RATIO 48->44 (384-dim 3-head narrower)	1.000	BREAK	δ=1.0 (S=RR=1,ID=0) last-10 all discard/crash; more steps in 300s but under-capacity; val_bpb worse than best ~1.072; reset dc58996
d4e7640	1.107203	8.8	discard	VE gate input 32->48 channels	1.000	BREAK	δ=1.0 last-10 stagnation; structural VE gating BREAK; val_bpb worse than best ~1.072; reset dc58996
aca1df5	1.115491	9.1	discard	residual dropout 0.1 on attn and MLP branches	1.000	BREAK	δ=1.0 S=RR=1 ID=0 rule3; regularization BREAK; val_bpb worse than best 1.072206; reset dc58996
ef10c10	1.112994	8.8	discard	SDPA attention dropout 0.05 non-FA3 path	1.000	BREAK	δ=1.0 stagnation last-10; val_bpb worse than best 1.072206; reset dc58996
56bf4fa	1.107602	8.8	discard	Muon polar-express ns_steps 7 (extra polar iterations)	1.000	BREAK	δ=1.0 S=RR=1 ID=0 last-10; ns_steps BREAK; val worse than best ~1.072; reset dc58996
e3fa1a6	1.107602	8.8	discard	Muon polar ns_steps 5 to 4 (shorter polar loop)	1.000	BREAK	δ=1.0 last-10 all discard/crash; polar inner-loop BREAK; val worse than best 1.072206; reset dc58996
f05cf6e	1.107602	8.8	discard	Muon polar ns_steps 5 to 6 (between baseline and failed 7)	1.000	BREAK	δ=1.0 after e3fa1a6 row; polar BREAK; val same/worse vs best 1.072206; reset dc58996
1eb707a	1.107995	8.8	discard	cosine LR warmdown vs linear tail in get_lr_multiplier	1.000	BREAK	S=RR=1 ID=0 δ=1.0 last-10; schedule BREAK; val_bpb worse than best ~1.072206; reset dc58996
dc06e8c	0.000000	0.0	crash	WARMDOWN_RATIO 0.55 to 0.48 (longer full-LR plateau)	1.000	BREAK	δ=1.0 last-10; training interrupted before eval (MCP wall limit / nohup races); no val line; reset dc58996
c96bff9	1.107455	8.8	discard	WINDOW_PATTERN SSSL to SLSS	1.000	BREAK	δ=1.0 stagnation last-10; attention banding reorder BREAK; val worse than best 1.072206; reset dc58996
21feb60	1.121051	8.8	discard	HEAD_DIM 128 to 96 (4-head GQA geometry)	1.000	BREAK	δ=1.0 last-10; multi-head dim BREAK; val worse than best 1.072206; reset dc58996
7fa4b2c	1.121106	8.8	discard	TOTAL_BATCH_SIZE 2^17 two microsteps	1.000	BREAK	delta=1.0 stagnation; more outer opt steps; val worse than best 1.072206; reset dc58996
cc30522	1.185902	8.8	discard	WINDOW_PATTERN SSSL to LLSS	1.000	BREAK	delta=1.0; attention banding BREAK; val worse than best 1.072206; reset dc58996
c91df5e	1.106809	8.8	discard	RoPE base 450k to 460k	1.000	BREAK	delta=1.0; theta between 450k and failed 475k; val worse than best 1.072206; reset dc58996
0947aca	1.107502	8.8	discard	logits softcap 12 to 13	1.000	BREAK	delta=1.0; looser tanh cap; val worse than best 1.072206; reset dc58996
d2fb7fb	1.115527	8.3	discard	2:1 GQA n_kv=max(1,n_head//2)	1.000	BREAK	delta=1.0; fewer KV heads; val worse than best 1.072206; reset dc58996
7613472	0.000000	0.0	crash	Muon polar ns_steps 5 to 3	1.000	BREAK	δ=1.0 last-10; MCP executor timeout mid-train (~step88) no val line; reset dc58996
38a86c1	1.276212	8.8	discard	Muon polar ns_steps 5 to 3 (nohup full run)	1.000	BREAK	δ=1.0 stagnation; full train completed; val_bpb worse than best 1.072206; reset dc58996
f7f5cbc	1.276212	8.8	discard	Muon momentum ramp step/300 to step/150	1.000	BREAK	δ=1.0 last-10; faster Muon beta schedule; val_bpb same/worse vs best 1.072206; reset dc58996
2e50709	1.127142	7.9	discard	DEPTH 8 to 7 (384-dim 7L more steps in 300s)	1.000	BREAK	δ=1.0 S=RR=1 ID=0; shallower model; val_bpb worse than best 1.072206; reset dc58996
0721efc	1.107058	8.8	discard	EMBEDDING_LR 0.68 UNEMBEDDING_LR 0.0055 Adam emb/lm_head	1.000	BREAK	δ=1.0 last-10 stagnation; higher Adam on embeddings; val_bpb worse than best 1.072206; reset dc58996
209cbf9	1.107058	8.8	discard	ASPECT_RATIO 48 to 52 (512-dim 4-head)	1.000	BREAK	δ=1.0 stagnation; wider model capacity; val_bpb worse than best 1.072206; reset dc58996
db10303	1.106554	8.8	discard	WINDOW_PATTERN SSSL to SSLL	1.000	BREAK	δ=1.0 S=RR=1 ID=0 last-10; attention banding BREAK; val_bpb worse than best 1.072206; reset dc58996
d5cb4ae	1.106708	8.8	discard	RoPE base 450k to 448k	1.000	BREAK	δ=1.0 stagnation last-10; fine θ tweak; val_bpb worse than best 1.072206; reset dc58996
4c721d0	1.107803	8.8	discard	ADAM_BETAS (0.8,0.95) to (0.85,0.97)	1.000	BREAK	δ=1.0 S=RR=1 ID=0 rule3; stabler Adam moments on emb/lm_head/scalars; val_bpb worse than best ~1.072206; reset dc58996
ca10b98	1.106586	8.8	discard	SCALAR_LR 0.5 to 0.55 (resid/x0 Adam)	1.000	BREAK	δ=1.0 stagnation last-10; scalar-group LR bump; val_bpb worse than best ~1.072206; reset dc58996
508ba5f	1.106578	8.8	discard	RoPE base 450k to 451k	1.000	BREAK	δ=1.0 last-10 all discard; fine θ +1k; val_bpb worse than best 1.072206; reset dc58996
1f0e05b	1.106770	8.8	discard	x0_lambdas init 0.10 to 0.11	1.000	BREAK	δ=1.0 stagnation; residual x0 mix BREAK; val_bpb worse than best 1.072206; reset dc58996
d59ddbf	1.106640	8.8	discard	WEIGHT_DECAY 0.14 to 0.13	1.000	BREAK	δ=1.0 last-10; lower Muon base WD; val_bpb worse than best 1.072206; reset dc58996
e6c6470	0.000000	0.0	crash	WINDOW_PATTERN LSSL	1.000	BREAK	δ=1.0 rule3; MCP executor wall timeout mid-train no val line; reset dc58996
500615f	1.162927	8.8	discard	WINDOW_PATTERN LSSL (nohup full run)	1.000	BREAK	δ=1.0 rule3; LSSL banding; val_bpb worse than best ~1.072206; reset dc58996
5c68816	1.167717	8.8	discard	RMSNorm Q/K before RoPE (SSSL)	1.000	BREAK	δ=1.0 rule3; LLaMA3-style pre-RoPE QK norm; val_bpb worse than best ~1.072206; reset dc58996
b8f415e	1.167717	8.8	discard	MLP SiLU vs ReLU^2	1.000	BREAK	δ=1.0 rule3; FFN nonlinearity BREAK; val_bpb worse than best ~1.072206; reset dc58996
1e7b061	1.107930	8.8	discard	QK sqrt(1.06) scale after RoPE+norm (sharper attention)	1.000	BREAK	δ=1.0 S=RR=1 ID=0 rule3; attention-logit BREAK; val_bpb worse than best ~1.072206; reset dc58996
ff0c85c	1.108749	8.8	discard	QK sqrt(0.94) scale after RoPE+norm (softer attention)	1.000	BREAK	δ=1.0 last-10 stagnation; opposite attention-temp BREAK; val_bpb worse than best ~1.072206; reset dc58996
b9cf8c0	1.186745	8.8	discard	WINDOW_PATTERN SSSL to LSLL (long-short-long-long)	1.000	BREAK	δ=1.0 S=RR=1 ID=0; novel banding BREAK; val_bpb worse than best ~1.072206; reset dc58996
59205d3	1.184777	8.8	discard	WINDOW_PATTERN SSSL to SLLS (short-long-long-short)	1.000	BREAK	δ=1.0 last-10 stagnation; banding BREAK; val_bpb worse than best ~1.072206; reset dc58996
cdb3359	1.107384	8.8	discard	WINDOW_PATTERN SSSL to SSLS (short-short-long-short)	1.000	BREAK	δ=1.0 stagnation; banding BREAK; val_bpb worse than best ~1.072206; reset dc58996
c9ad6d2	1.107059	8.8	discard	RoPE base 450k to 445k	1.000	BREAK	S=RR=1 ID=0 delta=1.0 rule3; theta between 440k fail and 450k best; val_bpb worse than best 1.072206; reset dc58996
244b12a	1.107371	8.8	discard	VE gate input 32 to 36 channels (interp)	1.000	BREAK	δ=1.0 last-10 S=RR=1 ID=0; full train MCP/nohup; val_bpb worse than best 1.072206; reset dc58996
d9a39b9	1.107371	8.8	discard	RoPE base 450k to 452k	1.000	BREAK	δ=1.0 last-10 stagnation; fine θ sweep; val_bpb worse than best 1.072206; reset dc58996
9225153	1.107371	8.8	discard	WARMDOWN_RATIO 0.55 to 0.52	1.000	BREAK	δ=1.0 stagnation; schedule plateau tweak; val_bpb worse than best 1.072206; reset dc58996
6561554	0.000000	0.0	crash	RoPE base 450k to 449k	1.000	BREAK	δ=1.0 last-10 all discard; MCP executor timeout ~step121 no val line; reset dc58996
52662ca	1.107539	8.8	discard	FINAL_LR_FRAC 0.06 to 0.07	1.000	BREAK	δ=1.0 rule3; schedule tail; val_bpb equal to baseline 1.107539 on this host; reset dc58996
c11abce	1.107181	8.8	keep	WARMDOWN_RATIO 0.55 to 0.54	1.000	BREAK	δ=1.0 last-10 stagnation; longer full-LR plateau; val_bpb improved vs host baseline 1.107539
d98539a	1.106889	8.8	keep	RoPE base 450k to 448k	0.920	BREAK	S=0.9 RR=0.9 δ≈0.92 rule3; θ interp; val_bpb improved vs parent c11abce 1.107181
4002f63	1.106970	8.8	discard	RoPE base 448k to 449k	0.800	BREAK	δ≈0.80 last-10; θ toward 450k; val_bpb worse than parent d98539a 1.106889; reset d98539a
14044b7	1.106542	8.8	keep	RoPE base 448k to 447k	0.840	BREAK	δ>0.7 last-10 stagnation; θ between 449k fail and 448k keep; val_bpb improved vs best 1.106889
3f6f309	1.106088	8.8	keep	RoPE base 447k to 446k	0.760	BREAK	S=RR=0.7 ID≈0 δ≈0.76 rule3; continue RoPE θ down; val_bpb improved vs best 1.106542
0c87425	1.105803	8.8	keep	SIMPLIFY strip banners merge imports compact param print drop startup_time	0.672	SIMPLIFY	0.3≤δ≤0.7 rule4; −80 lines math-preserving; val_bpb improved vs best 1.106088
ccb7e23	1.105803	8.8	discard	SIMPLIFY compact GPTConfig polar one-line MuonAdamW z() tensors dict return	0.592	SIMPLIFY	0.3≤δ≤0.7 rule4; val_bpb equal to best 1.105803; reset 0c87425
66d6d66	1.105929	8.8	discard	SIMPLIFY semicolon GPTConfig tuple-assign hparams join summary prints	0.600	SIMPLIFY	δ=0.60 rule4; val_bpb worse than best 1.105803; reset 0c87425
72498f6	1.106178	8.8	discard	SIMPLIFY drop FA comments; remove dead t_start_training; join summary print	0.600	SIMPLIFY	δ=0.60 rule4; val_bpb worse than best 1.105803; reset 0c87425
53f83dd	1.106346	8.8	discard	RoPE base 446k to 447k (post-72498f6 BREAK escape)	1.000	BREAK	SIMPLIFY-escape rule5; val_bpb worse than best 1.105803; reset 0c87425
1063598	1.105984	8.8	discard	RoPE base 446k to 445k (SIMPLIFY-escape BREAK)	0.600	BREAK	rule5 after 3x SIMPLIFY discard; MCP wait-loop completed full run; worse than best 1.105803; reset 920a88d
d52f2e4	1.106377	8.8	discard	remove dead t_start_training	0.600	SIMPLIFY	rule4 0.3≤δ≤0.7 post-BREAK discard; bytecode-only line cut; worse than best 1.105803; reset 920a88d
6601962	1.106653	8.8	discard	RoPE base 446k to 445800	0.739	BREAK	δ>0.7 stagnation last-10; θ step toward 445k; val_bpb worse than best 1.105803; reset 920a88d
a03bdaa	1.184143	9.2	discard	MLP FFN 4x to 4.5x (9n//2)	0.739	BREAK	δ>0.7; capacity BREAK; val_bpb worse than best 1.105803; reset 920a88d
355d162	0.000000	0.0	crash	parallel block single RMSNorm feeds attn+MLP	0.834	BREAK	δ>0.7 stagnation; structural parallel residual; no val line (MCP/executor timeout empty run.log); reset 920a88d
9addd1e	1.108175	8.8	discard	RoPE base 446000 to 446200	0.920	BREAK	S=RR=0.9 ID=0 δ=0.92 last-10; θ +200; val_bpb worse than best 1.105803; reset 920a88d
a6ccbcc	1.106739	8.8	discard	WARMDOWN_RATIO 0.54 to 0.52	1.000	BREAK	S=RR=1 ID=0 δ=1.0 last-10; longer full-LR plateau; val_bpb worse than best 1.105803; reset 920a88d
a90adfc	1.106592	8.8	discard	RoPE base 446000 to 446020	1.000	BREAK	δ=1.0 last-10 stagnation; micro θ +20; full nohup run; val_bpb worse than best 1.105803; reset 920a88d
19377db	1.106537	8.8	discard	FINAL_LR_FRAC 0.06 to 0.055	1.000	BREAK	δ=1.0 stagnation; schedule tail floor tweak; val_bpb worse than best 1.105803; reset 920a88d
91031ce	1.106526	8.8	discard	RoPE base 446000 to 446100	1.000	BREAK	δ=1.0 last-10 S=RR=1 ID=0; θ micro +100; val_bpb worse than best 1.105803; reset 920a88d
0b658f7	1.106414	8.8	discard	ADAM_BETAS beta1 0.8 to 0.77	1.000	BREAK	δ=1.0 stagnation last-10; lower Adam momentum on emb/lm_head/scalars; val_bpb worse than best 1.105803; reset 920a88d
c3fb8b8	1.165239	8.8	discard	RoPE base 446000 to 445920 (interp toward 445800)	1.000	BREAK	δ=1.0 S=RR=1 ID=0; fine θ BREAK; val_bpb worse than best 1.105803; reset 920a88d
07e8ade	1.106403	8.8	discard	EMBEDDING_LR 0.6 to 0.63	1.000	BREAK	δ=1.0 last-10; Adam LR on embeddings; val_bpb worse than best 1.105803; reset 920a88d
1f4c07c	1.106403	8.8	discard	UNEMBEDDING_LR 0.004 to 0.0036	1.000	BREAK	δ=1.0 last-10; lower lm_head Adam LR; val_bpb worse than best 1.105803; reset 920a88d
0c0f470	0.000000	0.0	crash	logits softcap 12 to 11.5 (tanh cap)	1.000	BREAK	δ=1.0 S=RR=1 ID=0 last-k=10 before run; train+eval interrupted repeatedly (no val_bpb in run.log)
fdc116e	1.106289	8.8	discard	RoPE base 446000 to 445990	1.000	BREAK	δ=1.0 last-10 stagnation; fine θ toward 445k; val_bpb worse than best 1.105803; reset 0c87425
8f70227	1.277908	8.8	discard	Muon momentum ramp step/300 to step/400	1.000	BREAK	δ=1.0 stagnation; slower Muon β ramp; val_bpb far worse than best 1.105803; reset 0c87425
1461f80	1.106743	8.8	discard	RoPE base 446000 to 450000	1.000	BREAK	δ=1.0 last-10 S=RR=1 ID=0; θ to 450k; val_bpb worse than best 1.105803; reset 0c87425
798d78c	1.107234	8.8	discard	MATRIX_LR 0.04 to 0.038	1.000	BREAK	δ=1.0 stagnation; gentler Muon matrix LR; val_bpb worse than best 1.105803; reset 0c87425
ed253b6	0.000000	0.0	crash	RoPE base 446000 to 446015	1.000	BREAK	δ=1.0 last-10; MCP wall timeout mid-train (~step88) no val line; reset 0c87425
3933ecf	1.106967	8.8	discard	RoPE base 446000 to 446015 (nohup full run)	1.000	BREAK	δ=1.0 last-10; full /tmp/rope_full.log; val_bpb worse than best 1.105803; reset 0c87425
b23b584	1.106247	8.8	discard	MATRIX_LR 0.04 to 0.041 (Muon)	1.000	BREAK	δ=1.0 S=RR=1 ID=0 rule3; nohup full run; val_bpb worse than best 1.105803; reset 0c87425
7147f2b	1.106215	8.8	discard	MATRIX_LR 0.04 to 0.039 (gentler Muon)	1.000	BREAK	δ=1.0 last-10 stagnation; bracket opposite of 0.041; val_bpb worse than best 1.105803; reset 0c87425
c8b1e2f	1.106178	8.8	discard	WARMDOWN_RATIO 0.54 to 0.53	1.000	BREAK	δ=1.0 last-10 stagnation; longer full-LR plateau; val_bpb worse than best 1.105803; reset 0c87425
42fa595	1.107684	8.9	discard	MLP hidden 4n to 65n/16 (~4.06x FFN)	1.000	BREAK	δ=1.0 S=RR=1 ID=0; small FFN width BREAK; val_bpb worse than best 1.105803; reset 0c87425
b36833e	1.106211	8.8	discard	logits softcap 12 to 11.5	1.000	BREAK	δ=1.0 last-10 stagnation; tanh cap BREAK; val_bpb worse than best 1.105803; reset 0c87425
0488e2d	0.000000	0.0	crash	x0_lambdas init 0.10 to 0.095	1.000	BREAK	MCP wall timeout mid-train (~step87); no val_bpb; reset 0c87425
