commit	val_bpb	memory_gb	status	description	delta	strategy	rationale
b34db8c	1.113745	20.7	discard	GRAD_CLIP_NORM 1.0 before MuonAdam step	1.000	BREAK	δ=1 S=RR=1 ID=0 θ_break=0.7; post-accum global clip; val_bpb 1.113745>best 1.113659; reset 81fa8f6
88c6f29	1.112969	20.7	keep	FINAL_LR_FRAC 0.08 to 0.12 (higher cosine tail floor)	1.000	BREAK	δ=1 S=RR=1 ID=0 θ_break=0.7; end-schedule floor helps late training; val_bpb 1.112969<prev best 1.113659; advance
2d922a9	1.113775	20.7	discard	WEIGHT_DECAY 0.2 to 0.17 (Muon base WD)	0.909	BREAK	δ≈0.909>θ_break; lower WD hurt generalization vs best 1.112969; reset 88c6f29
0fc7fee	1.112968	20.7	keep	RoPE base 10k to 50k (ROPE_BASE constant)	0.920	BREAK	δ=0.92 S=0.9 RR=0.9 ID=0 θ_break=0.7; val_bpb 1.112968<1.112969 prior best; advance
b8a60e2	1.110575	19.6	keep	SwiGLU FFN hidden 3.5x n_embd (was 4x)	0.840	BREAK	δ=0.84 S=0.8 RR=0.8 ID=0 θ_break=0.7; val_bpb 1.110575 vs 1.112968; advance
af42f46	1.110106	19.6	keep	RoPE base 50k to 100k	0.840	BREAK	δ=0.84>θ_break; val_bpb 1.110106<1.110575; advance
12cc3d8	1.110251	19.6	discard	compact build_model_config; drop asdict; remove stale compile comment	0.664	SIMPLIFY	δ=0.664 θ_guard≤δ≤θ_break; S=RR=0.6 ID≈0.082; −6 LOC no-behavior change; val_bpb 1.110251>1.110106; reset af42f46
ADAPT	0.000000	0.0	adapt	parameter adaptation at iter 50	0.000	ADAPT	θ_guard: 0.3→0.3; θ_break: 0.7→0.7 | table: [0,0.2) G 4/4k [0.2,0.4) G 2/5k [0.6,0.8) B 1/9k [0.8,1) B 6/19k; no δ-bin with ≥3 GUARD and ≥3 BREAK jointly; keep prior thresholds per protocol
d25b53d	1.110290	19.6	discard	inline Muon momentum + weight decay; drop helper fns	0.664	SIMPLIFY	δ=0.664 mid-band post-ADAPT; −6 LOC equiv schedules; val_bpb 1.110290>1.110106; reset af42f46
b8fefd1	1.110522	19.6	discard	merge VE gate zero-init into block loop; drop unused startup_time	0.680	SIMPLIFY	δ=0.68 S=RR=0.6 ID=0 θ_guard=0.3 θ_break=0.7 mid-band; val_bpb 1.110522>1.110106; reset af42f46
798b8e4	1.110522	19.6	discard	remove unused startup_time and stale torch.compile comment only	0.680	SIMPLIFY	δ=0.68 mid-band; dead-code only repro 1.110522 vs log best 1.110106; reset af42f46
9c7a0bd	1.561230	19.6	discard	strip banners/hyperparam comments; dead code (ΔC<0 vs 628)	0.680	SIMPLIFY	comment-only SIMPLIFY; run had ~59 steps/300s (slow dt ~5–8s) not comparable; val_bpb catastrophic vs 1.110106; reset af42f46
8a5be35	1.110351	19.6	discard	remove dead t_start_training/startup_time; print GPTConfig without asdict	0.661	SIMPLIFY	δ=0.661 θ_guard≤δ≤θ_break; −3 LOC no-behavior intent; val_bpb 1.110351>1.110106; reset af42f46
6c84232	1.110289	19.6	discard	remove top module docstring only	0.661	SIMPLIFY	δ=0.661 mid-band SIMPLIFY −6 LOC zero runtime; val_bpb 1.110289>1.110106; reset af42f46
e350cd7	1.109539	19.6	keep	MATRIX_LR 0.0480 to 0.0520 (Muon)	0.760	BREAK	δ=0.76 S=RR=0.7 ID=0; last3 SIMPLIFY discard escape→BREAK; val_bpb improved vs 1.110106
4438184	1.109646	19.6	discard	ROPE_BASE 100000 to 95000	0.760	BREAK	δ=0.76>θ_break; val_bpb 1.109646>best 1.109539; reset e350cd7
0c658e2	1.119651	18.6	discard	parallel block shared pre-norm attn+mlp (GPT-J style)	0.840	BREAK	δ=0.84>θ_break 0.7 S=0.8 RR=0.8 ID=0; val_bpb 1.119651>best 1.109539; reset e350cd7
d7674b1	1.109355	19.6	keep	ROPE_BASE 100000 to 105000	0.920	BREAK	δ=0.92>θ_break 0.7; RoPE θ slightly up vs 100k; val_bpb 1.109355<1.109539 prior best; advance
b5fcdc5	1.109588	19.6	discard	ROPE_BASE 105000 to 110000	0.920	BREAK	δ=0.92>θ_break; 110k worse than 105k best 1.109355; reset d7674b1
cb1aea6	1.109304	19.6	keep	Muon polar-express ns_steps 5 to 6	0.840	BREAK	δ=0.84>θ_break 0.7 S=0.8 RR=0.8 ID=0; stronger Muon orthogonalization; val_bpb improved vs 1.109355
bbb8b1e	1.109592	19.6	discard	FINAL_LR_FRAC 0.12 to 0.14 (cosine tail)	0.840	BREAK	δ=0.84>θ_break; tail floor hurt vs best 1.109304; reset cb1aea6
16faca3	1.115427	19.7	discard	EMBED_DROPOUT 0.05 after wte (train-only)	0.760	BREAK	δ=0.76>θ_break 0.7 S=RR=0.7 ID=0; embed dropout worse vs best 1.109304; reset cb1aea6
86dd016	1.109608	19.6	discard	enable CUDA/cuDNN TF32 matmul	0.760	BREAK	δ=0.76>θ_break; TF32 val_bpb 1.109608>best 1.109304; reset cb1aea6
b6e1938	1.109404	19.6	discard	ROPE_BASE 105000 to 102500	0.754	BREAK	δ≈0.75>θ_break 0.7 S=0.7 RR=0.7 ID≈0.03; RoPE nudge toward 100k; val_bpb 1.109404>best 1.109304; reset cb1aea6
ba2c237	1.109154	19.6	keep	MATRIX_LR 0.0520 to 0.0535 (+2.9% Muon)	0.760	BREAK	δ=0.76 S=0.7 RR=0.7 ID=0 θ_break=0.7; incremental Muon LR after discard streak; val_bpb 1.109154<1.109304; advance
4ba230d	1.109012	19.6	keep	ROPE_BASE 105000 to 106000	0.758	BREAK	δ≈0.758>θ_break 0.7; deferred train+log; val_bpb 1.109012<1.109154; advance
f4f2947	1.109135	19.6	discard	remove unused t_start_training and startup_time	0.677	SIMPLIFY	θ_guard≤δ≤θ_break mid-band; dead timing vars only; val_bpb 1.109135>best 1.109012; reset 4ba230d
7ade34f	1.107837	19.6	keep	SIMPLIFY merge VE/gate init; trim comments; print config without asdict	0.677	SIMPLIFY	δ≈0.677 θ_guard≤δ≤θ_break; −12 LOC vs 647; val_bpb 1.107837<1.109012; advance
62962a8	1.107570	19.6	keep	remove section banner comment blocks only	0.670	SIMPLIFY	δ≈0.670 mid-band; −20 LOC vs 635; val_bpb 1.107570<1.107837; advance
2e3073e	1.107361	19.6	keep	SDPA trim when n_kv=n_head; compact param print; drop dead timing vars	0.590	SIMPLIFY	δ=0.59 S=RR=0.5 ID≈0.05 θ_guard≤δ≤θ_break mid-band SIMPLIFY; −12 LOC; val_bpb 1.107361<1.107570; advance
bf72aaa	1.191783	19.6	discard	compress _compute_window_sizes; drop MuonAdamW/estimate_flops docstrings	0.589	SIMPLIFY	δ≈0.589 mid-band SIMPLIFY; catastrophic val_bpb vs 1.107361 (likely interaction with compile/schedules); reset 2e3073e
cb506c4	1.107679	19.6	discard	drop estimate_flops/MuonAdamW docstrings; remove SDPA comment	0.589	SIMPLIFY	δ≈0.589 θ_guard≤δ≤θ_break mid-band SIMPLIFY −4 LOC no-behavior; val_bpb 1.107679>best 1.107361; reset 2e3073e
3d93cc2	1.107677	19.6	discard	collapse module docstring to one line	0.588	SIMPLIFY	δ≈0.588 S=RR=0.5 ID≈0.063 θ_guard≤δ≤θ_break mid-band SIMPLIFY; val_bpb 1.107677>best 1.107361; last3 SIMPLIFY discard→next BREAK
53645ae	1.107677	19.6	discard	MATRIX_LR 0.0535 to 0.0542	0.668	BREAK	δ≈0.668 S=0.6 RR=0.6 ID≈0.06; SIMPLIFY×3 discard escape→BREAK; val_bpb 1.107677≥best 1.107361; reset 2e3073e
9505b60	1.107371	19.6	discard	inline build_model_config at single call site	0.600	SIMPLIFY	δ=0.6 S=0.5 RR=0.5 ID=0 θ_guard≤δ≤θ_break mid-band; val_bpb 1.107371>1.107361; reset 2e3073e
690d6d8	1.152455	19.6	discard	hoist head_dim in init_weights; flatten get_lr multiplier branches	0.665	SIMPLIFY	δ=0.665 θ_guard≤δ≤θ_break mid-band; equiv LR schedule; val_bpb 1.152455>>log best 1.107361; reset e0993f0
744f647	1.107345	19.6	keep	MATRIX_LR 0.0535 to 0.0550 (+2.8% Muon)	0.753	BREAK	δ=0.753>θ_break 0.7 S=0.7 RR=0.7 ID≈0.033; incremental Muon LR; val_bpb 1.107345<1.107361 prior best; advance
f89711b	1.107415	19.6	discard	hoist head_dim in init_weights; drop duplicate rotary lines	0.680	SIMPLIFY	δ≈0.68 S=RR=0.6 ID=0 θ_guard=0.3 θ_break=0.7 mid-band SIMPLIFY; equiv init; val_bpb 1.107415>best 1.107345; reset 744f647
978ec1a	1.107415	19.6	discard	ROPE_BASE 106000 to 108000	0.760	BREAK	δ=0.76>θ_break 0.7 S=RR=0.7 ID=0; val_bpb 1.107415>best 1.107345; reset 744f647
11630f2	1.107415	19.6	discard	MATRIX_LR 0.0550 to 0.0562 (+2.2% Muon)	0.840	BREAK	δ=0.84>θ_break 0.7 S=RR=0.8 ID=0; val_bpb 1.107415>best 1.107345; reset 744f647
f2d5428	1.107415	19.6	discard	ROPE_BASE 106000 to 104500	0.920	BREAK	δ=0.92>θ_break 0.7 S=RR=0.9 ID=0; val_bpb 1.107415>best 1.107345; reset 744f647
c9b75f7	1.107415	19.6	discard	UNEMBEDDING_LR 0.0042 to 0.0040	0.920	BREAK	δ≈0.92>θ_break 0.7; val_bpb 1.107415>best 1.107345; reset 744f647
ebe4d6d	1.107610	19.6	discard	ve_gate channels 16 to 24	0.920	BREAK	δ≈0.92>θ_break 0.7; val_bpb 1.107610>best 1.107345; reset 744f647
1f9737c	1.106554	19.6	keep	ADAM_BETAS beta1 0.8 to 0.75	0.920	BREAK	δ≈0.92>θ_break 0.7; lower AdamW beta1; val_bpb 1.106554<1.107345 prior best; advance
8dba5da	1.106291	19.6	keep	EMBEDDING_LR 0.63 to 0.648 (+2.9%)	0.827	BREAK	δ≈0.827>θ_break 0.7; embed Adam LR nudge; val_bpb 1.106291<1.106554; advance
4ed699c	1.106570	19.6	discard	UNEMBEDDING_LR 0.0042 to 0.00432 (+2.9%)	0.760	BREAK	δ=0.76>θ_break 0.7; lm_head Adam LR +2.9%; val_bpb 1.106570>best 1.106291; reset 8dba5da
a998413	1.106620	19.6	discard	ROPE_BASE 106000 to 106500 (+0.47%)	0.760	BREAK	δ=0.76>θ_break; small RoPE ω bump; val_bpb 1.106620>best 1.106291; reset 8dba5da
6b8eff7	1.112260	20.7	discard	SwiGLU FFN hidden 4x n_embd (was 3.5x)	0.840	BREAK	δ=0.84>θ_break 0.7 S=0.8 RR=0.8 ID=0; larger FFN capacity; val_bpb 1.112260>best 1.106291; reset 8dba5da
7995feb	1.106470	19.6	discard	Muon momentum ramp terminal 0.95 to 0.96	0.840	BREAK	δ=0.84>θ_break 0.7; higher steady Muon momentum; val_bpb 1.106470>best 1.106291; reset 8dba5da
56b84ac	1.106430	19.6	discard	Muon polar-express ns_steps 6 to 7	0.823	BREAK	δ≈0.823>θ_break 0.7 S=0.8 RR=0.8 ID≈0.086; heavier Muon orthogonalization; val_bpb 1.106430>best 1.106291; reset 8dba5da
8046574	1.107749	19.6	discard	AdamW beta2 0.95 to 0.98 (ADAM_BETAS)	0.823	BREAK	δ≈0.823>θ_break 0.7; slower AdamW v on embed/lm_head/resid; val_bpb 1.107749>best 1.106291; reset 8dba5da
592545b	1.106792	19.6	discard	WARMDOWN_RATIO 0.40 to 0.38 (longer high-LR plateau)	0.840	BREAK	δ=0.84>θ_break 0.7 S=0.8 RR=0.8 ID=0; val_bpb 1.106792>best 1.106291; reset 8dba5da
53d6d1b	1.106431	19.6	discard	WEIGHT_DECAY 0.2 to 0.215 (+7.5% Muon base WD)	0.840	BREAK	δ=0.84>θ_break 0.7; stronger Muon WD; val_bpb 1.106431>best 1.106291; reset 8dba5da
a494dd7	1.106160	19.6	keep	WARMDOWN_RATIO 0.40 to 0.42 (earlier LR cooldown)	0.840	BREAK	δ=0.84>θ_break 0.7; earlier warmdown; val_bpb 1.106160<1.106291 prior best; advance
df10138	1.100304	18.0	keep	DEPTH 7 ASPECT_RATIO 73 same 512-dim 4-head one fewer layer	0.836	BREAK	δ=0.836>θ_break 0.7 S=0.8 RR=0.8 ID≈0.021; 7L vs 8L val_bpb 1.100304<1.106160 prior best; advance
3d1170d	1.100304	18.0	discard	compact _compute_window_sizes list comprehension	0.649	SIMPLIFY	δ=0.649 θ_guard≤δ≤θ_break; equiv windows; val_bpb tied 1.100304 vs best; reset df10138
d7b3f52	1.100304	18.0	discard	merge attention shape asserts one line	0.649	SIMPLIFY	δ=0.649 mid-band; assert only; val_bpb tied 1.100304; reset df10138
5253e88	1.100304	18.0	discard	get_lr_multiplier warmdown var rename c	0.649	SIMPLIFY	δ=0.649 mid-band; math-equiv schedule; val_bpb tied 1.100304; reset df10138
8086587	1.100304	18.0	discard	MATRIX_LR 0.055 to 0.0565 forced BREAK escape	0.649	BREAK	SIMPLIFY×3 discard escape; Muon +2.7%; val_bpb tied best 1.100304; reset df10138
ADAPT	0.000000	0.0	adapt	parameter adaptation at iter 100	0.000	ADAPT	θ_guard: 0.3→0.3; θ_break: 0.7→0.8 | bins: [0,0.2) G 4/4k [0.2,0.4) G 2/5k [0.6,0.8) B 5/21k [0.8,1) B 12/38k; θ_break raised where BREAK mass lives and GUARD sparse; clamp ok
3d8fa99	1.381951	18.0	discard	inline value_embeds in estimate_flops (-1 LOC)	0.649	SIMPLIFY	δ=0.649 θ_guard≤δ≤θ_break; math-equiv SIMPLIFY; val_bpb catastrophic vs best 1.100304 (parallel train.py on GPU); reset df10138
c6dd3d4	1.100162	18.0	keep	get_lr_multiplier return cooldown+(1-cooldown)*FINAL_LR_FRAC	0.649	SIMPLIFY	δ=0.6492 θ_guard≤δ≤θ_break; math-equiv schedule expr; val_bpb 1.100162<1.100304 prior best; advance
b3d9928	1.100166	18.0	discard	explicit WARMUP_RATIO>0 branch in get_lr_multiplier	0.659	SIMPLIFY	δ=0.6589 θ_guard≤δ≤θ_break; equiv when WARMUP=0; val_bpb 1.100166>1.100162 best; reset c6dd3d4
9a8e0a2	1.100359	18.0	discard	get_lr_multiplier explicit warmup guard + short tail var c	0.691	SIMPLIFY	δ=0.6911 S=RR=0.7 ID=0.3445 θ_guard=0.3 θ_break=0.8 mid-band; math-equiv −1 LOC; val_bpb 1.100359>1.100162 best; reset c6dd3d4
b43dbd7	1.100264	18.0	discard	merge import gc math time single line	0.691	SIMPLIFY	δ≈0.69 mid-band SIMPLIFY −2 LOC zero runtime; val_bpb 1.100264>1.100162 best; reset c6dd3d4
a7da502	1.101067	18.0	discard	MATRIX_LR 0.055 to 0.0565 (+2.7% Muon)	0.691	BREAK	δ≈0.69 SIMPLIFY×3 discard escape→BREAK; val_bpb 1.101067>1.100162 best; reset c6dd3d4
5afa5b6	1.100052	18.0	keep	WINDOW_PATTERN SSSS (1024 win layers 0-5, full last)	0.920	BREAK	δ=0.92 S=0.9 RR=0.9 ID=0 θ_break=0.8; banded local attention; val_bpb 1.100052<1.100162 prior best; advance
76c303f	1.622336	18.0	discard	WINDOW_PATTERN LSSL alternating long/short	0.836	BREAK	δ=0.836>θ_break 0.8; ~48 steps/300s MFU~1.7% val_bpb catastrophic vs 1.100052; reset 5afa5b6
131e10e	1.106702	19.6	discard	DEPTH 8 ASPECT_RATIO 64 same n_embd 512	0.836	BREAK	δ=0.836>θ_break 0.8; eight layers vs seven val_bpb 1.106702>1.100052 best; reset 5afa5b6
4c00675	1.107719	18.0	discard	full-budget cosine LR multiplier (no plateau+warmdown)	0.836	BREAK	δ=0.836>θ_break 0.8; cosine 1→FINAL_LR_FRAC over 300s; val_bpb 1.107719>1.100052 best; reset 5afa5b6
f904713	1.100713	18.0	discard	RMSNorm Q/K before RoPE (order swap)	0.836	BREAK	δ=0.836>θ_break 0.8; pre-RoPE QK norm; val_bpb 1.100713>1.100052; reset 5afa5b6
11aad9a	1.100713	18.0	discard	attention QKV+c_proj bias True zero-init	0.836	BREAK	δ=0.836>θ_break 0.8; val_bpb 1.100713>1.100052; reset 5afa5b6
b23842c	1.100280	18.0	discard	WINDOW_PATTERN SSLSS mid-layer long window	0.920	BREAK	δ=0.92>θ_break 0.8; SSLSS vs SSSS; val_bpb 1.100280>1.100052; reset 5afa5b6
1586fa3	1.166855	18.0	discard	post-LayerNorm block (residual then RMSNorm x2)	0.920	BREAK	δ=0.92>θ_break 0.8; post-LN hurt badly vs pre-LN stack; val_bpb 1.166855>>1.100052; reset 5afa5b6
d98e17e	1.100233	18.0	discard	WINDOW_PATTERN SSSL vs SSSS (one mid-stack full attn)	0.920	BREAK	δ=0.92 S=0.9 RR=0.9 ID=0 θ_break=0.8; SSSL run val_bpb 1.100233>best 1.100052; reset 5afa5b6
f58d5e8	1.100413	18.0	discard	short window seq//3 vs seq//2 for S layers	0.920	BREAK	δ=0.92>θ_break 0.8; tighter local windows; val_bpb 1.100413>best 1.100052; reset 5afa5b6
784b7b2	1.102869	18.5	discard	SwiGLU FFN hidden 3.75x n_embd (was 3.5x)	0.920	BREAK	δ=0.92>θ_break 0.8; +params/VRAM; val_bpb 1.102869>best 1.100052; reset 5afa5b6
31585c2	1.138268	22.6	discard	MLP ReLU^2 gate x up replace SwiGLU silu	0.920	BREAK	δ=0.92>θ_break 0.8; slower steps ~1.47s; val_bpb 1.138268>>best 1.100052; reset 5afa5b6
cf04511	1.120316	17.6	discard	remove value embeddings and VE gates (plain v)	1.000	BREAK	δ=1.0 S=1 RR=1 ID=0 θ_guard=0.3 θ_break=0.8; fewer params ~35.0M; val_bpb 1.120316>best 1.100052; reset 5afa5b6
ced8621	1.100443	18.0	discard	short attention window 2/3 seq (S layers) vs half	1.000	BREAK	δ=1.0 S=RR=1 ID=0 θ_break=0.8; clean single run run_iter122_clean.log; val_bpb 1.100443>best 1.100052; reset 5afa5b6
05f3de8	1.097831	16.3	keep	DEPTH 6 ASPECT_RATIO 85 same n_embd 512 six layers	1.000	BREAK	δ=1.0 S=RR=1 ID=0 θ_break=0.8; shallower depth matched 300s budget; val_bpb 1.097831<1.100052 prior best; advance
8acd88e	1.097674	16.3	keep	WINDOW_PATTERN LLLL full attention depth 6 vs SSSS	0.870	BREAK	δ≈0.87>θ_break 0.8 S=0.9 RR=0.9; global causal attn each layer; val_bpb 1.097674<1.097831; advance
bd12249	0.000000	0.0	crash	SIMPLIFY docstrings and section comments only	0.795	SIMPLIFY	δ=0.795 θ_guard≤δ≤θ_break 0.3–0.8; process ended ~step101 no val_bpb in run.log; reset 8acd88e
6a05c52	1.263769	16.3	discard	inline has_ve at two call sites	0.795	SIMPLIFY	δ=0.795 mid-band SIMPLIFY; val_bpb 1.263769>>best 1.097674; run.log ~3s/step vs ~1s baseline fewer steps in 300s; reset 8acd88e
b6bbd81	1.098812	16.9	discard	ATTN_DROPOUT 0.02 on attn output before c_proj	0.840	BREAK	δ=0.84>θ_break 0.8 S=RR=0.8 ID=0; train-only attn dropout; val_bpb 1.098812>1.097674 best; reset 8acd88e
